TID,Date,Service 1,Service 2,Service 3,Service 4,TotalPrice
10389,27/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,326000
10390,06/05/2024,Deodorizing,Waxing,Car Wash,,284000
10391,22/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,1041000
10392,17/03/2025,Car Wash,Polishing,Tire Replacement,,722000
10393,17/02/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,504000
10394,09/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,415000
10395,13/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,619000
10396,14/09/2024,Waxing,Polishing,Car Wash,,76000
10397,20/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,360000
10398,29/12/2024,Deodorizing,Waxing,Car Wash,,714000
10399,20/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,444000
10400,27/12/2024,Deodorizing,Waxing,Car Wash,,168000
10401,13/03/2025,Car Wash,Underbody Wash,,,434000
10402,07/02/2025,Waxing,Polishing,Car Wash,,487000
10403,28/01/2025,Car Wash,Underbody Wash,,,102000
10404,10/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,559000
10405,04/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,328000
10406,18/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,334000
10407,18/06/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,618000
10408,22/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,488000
10409,18/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,333000
10410,05/01/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,940000
10411,07/06/2024,Deodorizing,Waxing,Car Wash,,437000
10412,13/05/2024,Car Wash,Polishing,Tire Replacement,,286000
10413,27/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,627000
10414,27/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,538000
10415,29/11/2024,Car Wash,Underbody Wash,,,452000
10416,25/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,537000
10417,18/12/2024,Deodorizing,Interior Vacuuming,Car Wash,,372000
10418,22/11/2024,Deodorizing,Waxing,Car Wash,,328000
10419,21/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,857000
10420,15/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,189000
10421,24/09/2024,Deodorizing,Waxing,Car Wash,,286000
10422,23/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,133000
10423,08/05/2024,Waxing,Polishing,Car Wash,,452000
10424,08/10/2024,Car Wash,Tire Shine,,,421000
10425,29/03/2025,Car Wash,Underbody Wash,,,748000
10426,25/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,392000
10427,19/10/2024,Car Wash,Tire Shine,,,284000
10428,11/04/2025,Car Wash,Underbody Wash,,,551000
10429,28/01/2025,Waxing,Polishing,Car Wash,,108000
10430,07/04/2025,Waxing,Polishing,Car Wash,,517000
10431,25/08/2024,Deodorizing,Waxing,Car Wash,,870000
10432,30/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,454000
10433,19/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,112000
10434,12/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,110000
10435,21/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,272000
10436,22/12/2024,Waxing,Polishing,Car Wash,,673000
10437,04/10/2024,Deodorizing,Waxing,Car Wash,,441000
10438,15/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,125000
10439,09/04/2025,Deodorizing,Waxing,Car Wash,,151000
10440,29/06/2024,Car Wash,Polishing,Tire Replacement,,781000
10441,30/09/2024,Car Wash,Underbody Wash,,,285000
10442,29/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,278000
10443,22/05/2024,Car Wash,Polishing,Tire Replacement,,524000
10444,06/05/2025,Car Wash,Tire Shine,,,578000
10445,14/10/2024,Waxing,Polishing,Car Wash,,601000
10446,23/01/2025,Car Wash,Polishing,Tire Replacement,,268000
10447,16/02/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,86000
10448,26/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,546000
10449,01/07/2024,Car Wash,Underbody Wash,,,160000
10450,17/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,509000
10451,26/12/2024,Waxing,Polishing,Car Wash,,540000
10452,06/09/2024,Car Wash,Tire Shine,,,218000
10453,31/10/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,630000
10454,15/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,453000
10455,01/06/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,304000
10456,22/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,871000
10457,28/08/2024,Car Wash,Tire Shine,,,783000
10458,21/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,730000
10459,06/03/2025,Car Wash,Polishing,Tire Replacement,,559000
10460,15/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,248000
10461,13/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,524000
10462,10/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,735000
10463,17/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,388000
10464,14/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,210000
10465,04/08/2024,Waxing,Polishing,Car Wash,,198000
10466,02/12/2024,Car Wash,Underbody Wash,,,295000
10467,11/01/2025,Waxing,Polishing,Car Wash,,365000
10468,19/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,522000
10469,29/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,201000
10470,16/02/2025,Car Wash,Polishing,Tire Replacement,,161000
10471,12/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,638000
10472,15/01/2025,Deodorizing,Waxing,Car Wash,,408000
10473,16/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,638000
10474,26/11/2024,Car Wash,Tire Shine,,,639000
10475,12/07/2024,Car Wash,Polishing,Tire Replacement,,977000
10476,23/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,200000
10477,27/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,493000
10478,23/02/2025,Deodorizing,Waxing,Car Wash,,476000
10479,30/04/2025,Car Wash,Polishing,Tire Replacement,,630000
10480,14/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,497000
10481,26/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,949000
10482,04/03/2025,Car Wash,Underbody Wash,,,307000
10483,10/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,346000
10484,30/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,369000
10485,31/05/2024,Car Wash,Tire Shine,,,200000
10486,20/06/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,700000
10487,26/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,150000
10488,05/03/2025,Car Wash,Polishing,Tire Replacement,,891000
10489,22/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,282000
10490,01/11/2024,Car Wash,Underbody Wash,,,764000
10491,28/11/2024,Car Wash,Tire Shine,,,475000
10492,27/12/2024,Car Wash,Polishing,Tire Replacement,,86000
10493,22/01/2025,Deodorizing,Waxing,Car Wash,,138000
10494,08/08/2024,Car Wash,Polishing,Tire Replacement,,773000
10495,05/02/2025,Car Wash,Polishing,Tire Replacement,,764000
10496,19/04/2025,Car Wash,Underbody Wash,,,379000
10497,21/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,180000
10498,23/08/2024,Waxing,Polishing,Car Wash,,485000
10499,24/02/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,627000
10500,20/02/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,222000
10501,15/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,582000
10502,18/06/2024,Car Wash,Underbody Wash,,,398000
10503,18/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,275000
10504,15/10/2024,Deodorizing,Waxing,Car Wash,,152000
10505,21/07/2024,Car Wash,Underbody Wash,,,368000
10506,29/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,370000
10507,14/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,718000
10508,12/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,376000
10509,06/05/2025,Car Wash,Tire Shine,,,323000
10510,05/05/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,316000
10511,17/11/2024,Deodorizing,Waxing,Car Wash,,108000
10512,17/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,799000
10513,27/05/2024,Waxing,Polishing,Car Wash,,335000
10514,15/12/2024,Deodorizing,Waxing,Car Wash,,251000
10515,16/10/2024,Deodorizing,Waxing,Car Wash,,760000
10516,03/07/2024,Car Wash,Polishing,Tire Replacement,,178000
10517,20/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,603000
10518,21/10/2024,Waxing,Polishing,Car Wash,,222000
10519,24/06/2024,Car Wash,Tire Shine,,,405000
10520,07/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,458000
10521,06/06/2024,Car Wash,Tire Shine,,,790000
10522,14/04/2025,Waxing,Polishing,Car Wash,,364000
10523,20/12/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,123000
10524,23/05/2024,Car Wash,Tire Shine,,,292000
10525,28/05/2024,Car Wash,Tire Shine,,,801000
10526,31/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,341000
10527,24/05/2024,Car Wash,Tire Shine,,,591000
10528,23/09/2024,Waxing,Polishing,Car Wash,,324000
10529,28/08/2024,Car Wash,Polishing,Tire Replacement,,486000
10530,23/01/2025,Car Wash,Polishing,Tire Replacement,,865000
10531,13/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,410000
10532,22/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,289000
10533,25/11/2024,Car Wash,Tire Shine,,,574000
10534,28/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,495000
10535,09/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,505000
10536,26/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,290000
10537,14/01/2025,Car Wash,Tire Shine,,,532000
10538,07/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,530000
10539,22/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,591000
10540,02/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,791000
10541,29/08/2024,Deodorizing,Waxing,Car Wash,,516000
10542,30/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,494000
10543,18/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,502000
10544,09/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,646000
10545,14/04/2025,Car Wash,Tire Shine,,,637000
10546,04/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,231000
10547,10/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,312000
10548,30/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,298000
10549,29/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,214000
10550,06/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,230000
10551,07/03/2025,Waxing,Polishing,Car Wash,,267000
10552,04/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,729000
10553,14/06/2024,Waxing,Polishing,Car Wash,,444000
10554,14/03/2025,Car Wash,Tire Shine,,,454000
10555,02/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,404000
10556,18/05/2024,Car Wash,Polishing,Tire Replacement,,151000
10557,30/06/2024,Car Wash,Polishing,Tire Replacement,,489000
10558,12/12/2024,Car Wash,Tire Shine,,,650000
10559,28/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,52000
10560,24/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,731000
10561,14/08/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,223000
10562,15/06/2024,Car Wash,Tire Shine,,,411000
10563,30/10/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,354000
10564,08/06/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,265000
10565,19/12/2024,Car Wash,Underbody Wash,,,185000
10566,12/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,635000
10567,16/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,667000
10568,24/12/2024,Car Wash,Tire Shine,,,157000
10569,21/11/2024,Car Wash,Underbody Wash,,,134000
10570,28/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,551000
10571,02/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,351000
10572,16/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,156000
10573,26/10/2024,Deodorizing,Waxing,Car Wash,,712000
10574,25/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,267000
10575,13/04/2025,Car Wash,Tire Shine,,,209000
10576,11/09/2024,Car Wash,Tire Shine,,,209000
10577,11/08/2024,Car Wash,Polishing,Tire Replacement,,135000
10578,04/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,74000
10579,20/07/2024,Deodorizing,Waxing,Car Wash,,441000
10580,25/04/2025,Car Wash,Tire Shine,,,660000
10581,30/05/2024,Car Wash,Polishing,Tire Replacement,,599000
10582,01/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,615000
10583,21/06/2024,Car Wash,Tire Shine,,,314000
10584,26/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,322000
10585,11/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,207000
10586,13/11/2024,Car Wash,Underbody Wash,,,487000
10587,15/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,363000
10588,07/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,350000
10589,19/08/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,542000
10590,20/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,144000
10591,28/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,606000
10592,18/05/2024,Deodorizing,Waxing,Car Wash,,354000
10593,26/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,461000
10594,30/05/2024,Deodorizing,Interior Vacuuming,Car Wash,,144000
10595,13/10/2024,Car Wash,Tire Shine,,,422000
10596,21/08/2024,Car Wash,Polishing,Tire Replacement,,560000
10597,04/10/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,106000
10598,19/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,469000
10599,26/01/2025,Car Wash,Underbody Wash,,,57000
10600,19/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,426000
10601,18/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,451000
10602,06/11/2024,Car Wash,Tire Shine,,,370000
10603,16/04/2025,Car Wash,Tire Shine,,,141000
10604,04/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,798000
10605,14/08/2024,Deodorizing,Waxing,Car Wash,,310000
10606,18/03/2025,Deodorizing,Waxing,Car Wash,,387000
10607,21/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,140000
10608,20/03/2025,Car Wash,Tire Shine,,,988000
10609,26/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,431000
10610,10/07/2024,Deodorizing,Waxing,Car Wash,,457000
10611,25/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,272000
10612,25/08/2024,Car Wash,Underbody Wash,,,602000
10613,07/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,683000
10614,09/12/2024,Car Wash,Tire Shine,,,294000
10615,11/07/2024,Car Wash,Underbody Wash,,,977000
10616,08/07/2024,Car Wash,Tire Shine,,,629000
10617,06/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,119000
10618,07/04/2025,Car Wash,Tire Shine,,,195000
10619,01/10/2024,Car Wash,Polishing,Tire Replacement,,692000
10620,05/05/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,763000
10621,10/11/2024,Deodorizing,Waxing,Car Wash,,532000
10622,17/11/2024,Deodorizing,Waxing,Car Wash,,278000
10623,18/12/2024,Deodorizing,Interior Vacuuming,Car Wash,,339000
10624,19/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,61000
10625,14/02/2025,Car Wash,Underbody Wash,,,279000
10626,30/12/2024,Car Wash,Tire Shine,,,419000
10627,04/10/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,248000
10628,08/02/2025,Car Wash,Underbody Wash,,,139000
10629,24/06/2024,Deodorizing,Waxing,Car Wash,,851000
10630,03/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,612000
10631,05/12/2024,Waxing,Polishing,Car Wash,,197000
10632,18/10/2024,Car Wash,Polishing,Tire Replacement,,675000
10633,07/05/2024,Car Wash,Polishing,Tire Replacement,,83000
10634,09/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,373000
10635,24/03/2025,Car Wash,Polishing,Tire Replacement,,599000
10636,18/05/2024,Car Wash,Underbody Wash,,,173000
10637,30/11/2024,Waxing,Polishing,Car Wash,,394000
10638,25/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,159000
10639,03/10/2024,Deodorizing,Waxing,Car Wash,,662000
10640,07/02/2025,Car Wash,Tire Shine,,,715000
10641,15/12/2024,Waxing,Polishing,Car Wash,,806000
10642,23/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,240000
10643,30/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,560000
10644,30/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,686000
10645,18/06/2024,Waxing,Polishing,Car Wash,,645000
10646,28/01/2025,Car Wash,Underbody Wash,,,371000
10647,27/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,277000
10648,11/05/2024,Waxing,Polishing,Car Wash,,637000
10649,24/02/2025,Car Wash,Polishing,Tire Replacement,,646000
10650,19/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,501000
10651,27/05/2024,Car Wash,Underbody Wash,,,285000
10652,03/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,109000
10653,12/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,369000
10654,06/09/2024,Car Wash,Tire Shine,,,440000
10655,03/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,240000
10656,09/08/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,496000
10657,16/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,564000
10658,01/11/2024,Deodorizing,Waxing,Car Wash,,781000
10659,25/10/2024,Car Wash,Polishing,Tire Replacement,,344000
10660,22/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,227000
10661,26/05/2024,Car Wash,Polishing,Tire Replacement,,533000
10662,15/12/2024,Waxing,Polishing,Car Wash,,395000
10663,26/11/2024,Car Wash,Underbody Wash,,,715000
10664,08/07/2024,Waxing,Polishing,Car Wash,,336000
10665,21/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,798000
10666,09/04/2025,Car Wash,Polishing,Tire Replacement,,329000
10667,12/10/2024,Car Wash,Underbody Wash,,,620000
10668,12/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,645000
10669,06/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,702000
10670,07/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,421000
10671,18/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,285000
10672,01/12/2024,Car Wash,Polishing,Tire Replacement,,613000
10673,23/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,611000
10674,22/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,285000
10675,11/06/2024,Car Wash,Tire Shine,,,652000
10676,26/10/2024,Deodorizing,Waxing,Car Wash,,386000
10677,02/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,427000
10678,11/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,753000
10679,20/08/2024,Deodorizing,Waxing,Car Wash,,535000
10680,02/09/2024,Car Wash,Tire Shine,,,278000
10681,04/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,226000
10682,31/05/2024,Car Wash,Tire Shine,,,799000
10683,03/05/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,292000
10684,20/09/2024,Car Wash,Polishing,Tire Replacement,,199000
10685,29/12/2024,Deodorizing,Waxing,Car Wash,,651000
10686,16/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,404000
10687,30/06/2024,Car Wash,Tire Shine,,,250000
10688,13/06/2024,Waxing,Polishing,Car Wash,,337000
10689,11/03/2025,Car Wash,Underbody Wash,,,405000
10690,01/02/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,375000
10691,07/12/2024,Car Wash,Underbody Wash,,,774000
10692,02/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,410000
10693,27/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,844000
10694,25/02/2025,Car Wash,Polishing,Tire Replacement,,1002000
10695,26/01/2025,Car Wash,Underbody Wash,,,668000
10696,17/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,458000
10697,08/01/2025,Waxing,Polishing,Car Wash,,790000
10698,20/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,505000
10699,26/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,208000
10700,25/01/2025,Car Wash,Polishing,Tire Replacement,,441000
10701,30/08/2024,Waxing,Polishing,Car Wash,,645000
10702,20/04/2025,Car Wash,Underbody Wash,,,394000
10703,12/10/2024,Car Wash,Polishing,Tire Replacement,,587000
10704,19/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,755000
10705,31/03/2025,Waxing,Polishing,Car Wash,,555000
10706,07/05/2024,Car Wash,Underbody Wash,,,522000
10707,13/08/2024,Car Wash,Polishing,Tire Replacement,,704000
10708,23/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,266000
10709,15/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,610000
10710,30/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,436000
10711,03/06/2024,Car Wash,Underbody Wash,,,242000
10712,01/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,466000
10713,21/07/2024,Car Wash,Tire Shine,,,850000
10714,09/07/2024,Car Wash,Tire Shine,,,453000
10715,12/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,569000
